,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,clean_text,rating
50901,A2TC4FQGHFHA5K,B001628LSE,Jeffrey A. Lofberg,"[1, 1]","My grandson loves Dinosaurs, and he loved this puzzle as well.  I may have to get him another one soon.",5.0,great graphics,1362009600,"02 28, 2013",grandson loves dinosaurs loved puzzle well may get another one soon,1
103403,A3A83RAEOGVJL5,B004Z8Z1UW,M. Wolfe,"[0, 1]","My daughter loves this (2yo).  She first encountered one when sleeping over at her cousins house.  The multi directional light isn't much brighter than a flash light, but slightly more than a wall night light.  So it helped her get over the anxiety of sleeping on the floor of someone else's room.  She constantly carried around all the next day and wanted to take it home.",5.0,Useful little lamp,1365033600,"04 4, 2013",daughter loves yo first encountered one sleeping cousins house multi directional light isnt much brighter flash light slightly wall night light helped get anxiety sleeping floor someone elses room constantly carried around next day wanted take home,1
79356,AGALSGEQVJYQO,B003FW0YZG,"Oilking4life ""Senior Chief""","[1, 1]",We didn't give him every car at one time but gave him a car from time to time for being good.  There are a lot of cars and he can't even keep up with all those cars.,5.0,Cars for days,1364083200,"03 24, 2013",didnt give every car one time gave car time time good lot cars cant even keep cars,1
23478,A1F41JYFBPOVSG,B0007Y4DLG,"Daisy Adaire ""D. Adaire""","[0, 0]","My biggest concern with this toy is that the box doesn't close, and all of the pieces can easily fall out and get lost. It holds all of them just fine, but there is just no lid. Other than that, it is a great toy and it keeps my 3 year old busy for long stretches of time.",4.0,"Messy, but a great toy.",1376352000,"08 13, 2013",biggest concern toy box doesnt close pieces easily fall get lost holds fine lid great toy keeps year old busy long stretches time,1
164399,A2Q8GFSEUSGJ51,B00F6T8O0I,S. WIlliams,"[0, 0]","My building and science-loving seven-year-old--he's currently obsessed withCosmos: A Spacetime Odyssey--couldn't wait to dive into this K'nex kit.We started with the water car, and while it required some help from mom and dad to complete, he remained engaged throughout the process and could easily follow the kits instructions. Even better was the look on his face when it actually worked and ran as water was poured through it. He's already talking about what project he wants to do next.All the parts were included and the instructions were good and the other projects look equally exciting, especially the water wheel which cleverly uses the included container as a reservoir. I really felt like he was learning something AND having fun. Great combo and will definitely be looking at the other K'Nex education sets.",5.0,Great Interactive Science Kit,1400630400,"05 21, 2014",building scienceloving sevenyearoldhes currently obsessed withcosmos spacetime odysseycouldnt wait dive knex kitwe started water car required help mom dad complete remained engaged throughout process could easily follow kits instructions even better look face actually worked ran water poured hes already talking project wants nextall parts included instructions good projects look equally exciting especially water wheel cleverly uses included container reservoir really felt like learning something fun great combo definitely looking knex education sets,1
138024,A2AYJJAFNSGSU1,B009F7OUR8,C. Bennett,"[0, 0]","My daughter is six and in kindergarten, and this doll was her favorite toy as soon as it arrived. The doll comes dressed in a purple gown with purple shoes and a crown in her long hair.This new Disney Rapunzel doll has hair that changes into two colors - pink on the right side, and purple on the left side. You change the color of her hair by brushing her hair with a metal-sided brush. You have to fill the brush with cold water (crushed ice worked best when we used it). There is a also a metal star on the top of the brush that can imprint stars in her hair, too.As the hair warms back to room temperature, the hair color fades back to blonde, so it is best to keep it away from direct sunlight. The hair has two layers to it, a golden blonde and then lighter, almost white blonde locks on top. It is these lighter blonde locks that actually change color.This doll would make a great preschool or kindergarten birthday gift.",4.0,Great Kindergarten Fun,1362355200,"03 4, 2013",daughter six kindergarten doll favorite toy soon arrived doll comes dressed purple gown purple shoes crown long hairthis new disney rapunzel doll hair changes two colors pink right side purple left side change color hair brushing hair metalsided brush fill brush cold water crushed ice worked best used also metal star top brush imprint stars hair tooas hair warms back room temperature hair color fades back blonde best keep away direct sunlight hair two layers golden blonde lighter almost white blonde locks top lighter blonde locks actually change colorthis doll would make great preschool kindergarten birthday gift,1
123386,AYTUX6ZQCJ17Z,B007NLPHUC,Carol A. Mitchell,"[0, 0]","Aaden received a total of six Angry birds for Christmas from me, his Great-Auntie Carol.  The green guy was a added bonus, and, I believe, I have accomplished my goal to get him as many Angry birds for his birthday and Christmas.  I'm done shopping fo the birds!!",5.0,Added bonus for Aaden!,1357689600,"01 9, 2013",aaden received total six angry birds christmas greatauntie carol green guy added bonus believe accomplished goal get many angry birds birthday christmas im done shopping fo birds,1
122650,A27LG60DGG4UKG,B007J3FA8I,M.B.,"[0, 0]","My 4 year old loves this Batman Gotham Jail,he got it for Christmas with the Joker Fun house.The middle part lights up.My 4 year old has a marvel mini figure collection and he puts all the bad marvel figures in jail :)",5.0,Good price,1357344000,"01 5, 2013",year old loves batman gotham jailhe got christmas joker fun housethe middle part lights upmy year old marvel mini figure collection puts bad marvel figures jail,1
164415,AAOYA0DKWED4W,B00F6UBD3W,WombatComputing,"[0, 0]","So one thing I want to mention for any amateur magician or anyone who wants to be a magician is that you will need dedication. I've watched many magic shows, but this one actually taught me how to do the tricks. But one thing I will emphasize is that you need practice.The very first thing in volume 1 is to learn (and of course practice) different card techniques. These take a lot of practice, and I realized how out of practice i was once I started manipulating the cards. Controlling the card and manipulating the card is part of the elegance of magic, so it's important to understand and know how to do it. It's necessary to be natural at your moves.The DVD includes 2 lessons on technique and 5 tricks. I would recommend watching and practicing the techniques again and again until you can perfect it as that is one of the most important parts of magic.The fact that this is a video dvd helps to see the tricks in action. And these tricks are ones that I haven't seen in magic lesson books either. But being able to replay the dvd again and again will help me learn the tricks. By the author's definition, I am a magician, and I suppose I'll admit I am. I just need to become more practised with it.Would make a great gift for any novice magician.",5.0,Not Your Standard Tricks!,1400025600,"05 14, 2014",one thing want mention amateur magician anyone wants magician need dedication ive watched many magic shows one actually taught tricks one thing emphasize need practicethe first thing volume learn course practice different card techniques take lot practice realized practice started manipulating cards controlling card manipulating card part elegance magic important understand know necessary natural movesthe dvd includes lessons technique tricks would recommend watching practicing techniques perfect one important parts magicthe fact video dvd helps see tricks action tricks ones havent seen magic lesson books either able replay dvd help learn tricks authors definition magician suppose ill admit need become practised itwould make great gift novice magician,1
110848,A22XU4EHOJFU3W,B005XVCR48,D.Kelly,"[0, 0]",This toy is a bit boring to my 7 month old. He will play with it for maybe 3 minutes and then toss it to the side and move onto another toy.,3.0,Kind of boring.,1367280000,"04 30, 2013",toy bit boring month old play maybe minutes toss side move onto another toy,0
84341,A3F08STDS3IH6Y,B00413Q59C,jessica,"[1, 1]","If you have a little one at home , I can not express how helpful these are to get your little one started on the education train!",5.0,Price was great!,1370995200,"06 12, 2013",little one home express helpful get little one started education train,1
43811,A1Z7QLAF0JAWW6,B000V5DHT0,,"[0, 0]",Three year old niece played with this for a long time (as my daughter did with hers years ago).  A classic toy that doubles as many things for an imaginative child.  Needs assembly (easy) and products are less interesting than the cart.  Products are cheap cardboard and fall apart.,4.0,Great price,1390089600,"01 19, 2014",three year old niece played long time daughter years ago classic toy doubles many things imaginative child needs assembly easy products less interesting cart products cheap cardboard fall apart,1
99528,ABU0S5LQC4UU2,B004SKYULI,Jbpage67,"[0, 0]","My son really wanted this for x-mas, and he has had a blast with it. Only thing I will say is these little saucer things are very hard and can hurt someone or possibly break something. Maybe an outside toy. My boys are 5 and 7 and they both love this gun.",5.0,Nice Gun,1356652800,"12 28, 2012",son really wanted xmas blast thing say little saucer things hard hurt someone possibly break something maybe outside toy boys love gun,1
119646,A3U5Q0QAA49ZFQ,B0077NCFD8,KJS,"[1, 1]","Not what I expected. The strings can not be strummed at all. However, my 5 year old does not seem to care and drags it all over the house. The different buttons play different premade songs. Perfect for a little girl.",3.0,Dora Guitar,1386547200,"12 9, 2013",expected strings strummed however year old seem care drags house different buttons play different premade songs perfect little girl,0
86261,A3AGWRMHKLFLWR,B0043E8JKW,"H. Sapiens ""Amanda""","[1, 2]","A 7-year old girl is the main user of ths gun. I was a little worried about the weight of the C batteries in the front of this nerf gun; however while heavy it is manageable. Just. Barely. Little arms get tired and this is a two-handed gun for sure.Pros:Rapid fireHasn't jammed like some other nerf automatic guns we haveEasy to loadBullets only go about 15-20 feet, which makes finding them not too much of a chore (I still think the dog eats about 25%)The gun itself is pretty compactCons:6 C batteries are expensive and heavyArms get tired after about 10 minBottom line: I like this one because I have yet been asked to 1) fix/unjam it or 2) re-load it (because she can do it herself) - yet she is actually using it, so, awesome. She's happy. I'm happy.",4.0,Battery pig but lots of fun,1317254400,"09 29, 2011",year old girl main user ths gun little worried weight c batteries front nerf gun however heavy manageable barely little arms get tired twohanded gun sureprosrapid firehasnt jammed like nerf automatic guns haveeasy loadbullets go feet makes finding much chore still think dog eats gun pretty compactcons c batteries expensive heavyarms get tired minbottom line like one yet asked fixunjam reload yet actually using awesome shes happy im happy,1
65757,A1C5IG1QOOW3GS,B002LK0MFK,Jeremy Kath,"[0, 0]","My son and daughter both love this cupcake set.  They have played with it for several years now and never tire of it.  A couple words of warning, though.  The &#34;icing&#34; (markers) come off of the icing portion of the cupcake but not the wood.  I actually put them up until my youngest is old enough to obey consistently :)  Also, the candles are a choking hazard if your child sucks on them.  My youngest would always put the round portion where the flame is in his mouth and one day it came off and he started choking!  Yikes!  It scared me so much that I just put them up with the markers.  Now he doesn't stick toys in his mouth anymore, so he can play with the candles.  I would still highly recommend this toy even with those two little issues.",5.0,Favorite toy in our play kitchen,1359504000,"01 30, 2013",son daughter love cupcake set played several years never tire couple words warning though icing markers come icing portion cupcake wood actually put youngest old enough obey consistently also candles choking hazard child sucks youngest would always put round portion flame mouth one day came started choking yikes scared much put markers doesnt stick toys mouth anymore play candles would still highly recommend toy even two little issues,1
8466,AZ14K4ONCK4BS,B000050B3H,Denise M. Behm,"[0, 0]","My 18 month old grandson just loves this.  It is a bit hard to push on carpet, so the wheels could be a bit larger, but he uses it on other floors.  He plays with it everyday he comes to grandmas.",4.0,dirt devil child vacumn,1291248000,"12 2, 2010",month old grandson loves bit hard push carpet wheels could bit larger uses floors plays everyday comes grandmas,1
155994,A1XNQEQ1ZHN7RL,B00CMNX2IA,KD,"[1, 1]",I'm not sure what I was thinking with this.  I guess that my child was asking for it for Christmas.  It's loud and has an annoying voice.  It has a very limited repertoire.  It transforms fairly easily from vehicle to dinosaur.  It makes him happy but occasionally has to &#34;take a nap&#34; or go missing at the back of the closet when I can't stand to listen to it anymore.,4.0,loud,1390953600,"01 29, 2014",im sure thinking guess child asking christmas loud annoying voice limited repertoire transforms fairly easily vehicle dinosaur makes happy occasionally take nap go missing back closet cant stand listen anymore,1
113393,A30T3QA35IE88Q,B006EEVDA2,Marie,"[0, 0]",My kids love that they can play with her anytime.  They play with her in the bath and out of the bath.  All around good doll.  No complaints.  It is what it is.  :),4.0,Bathtime,1358208000,"01 15, 2013",kids love play anytime play bath bath around good doll complaints,1
43713,AZN94X9HSS594,B000URL296,Filmguy,"[0, 0]","These work beautifully. They snap together and pull apart with just the right amount of tension. I successfully been using them to teach some basic math skills, and the kids love them!",5.0,Geat,1396828800,"04 7, 2014",work beautifully snap together pull apart right amount tension successfully using teach basic math skills kids love,1
117981,A367YF0EJSHVM3,B006ZUUVQC,millie z.,"[0, 0]","Bought this item as a Christmas present for a 7 year old, and the recipient loved it! Great way to encourage creativity while keeping the item &#34;cool&#34;.",5.0,great present for 7 years old!,1359849600,"02 3, 2013",bought item christmas present year old recipient loved great way encourage creativity keeping item cool,1
126108,A33HIV8RXRDM88,B007X909NY,"Kanishk Rastogi ""Freelenser""","[0, 0]","This remote controlled heli has survived almost all types of crashes, i.e. into the ceilings, windows, has been caught in the air draft outdoors, got stuck into a tree several times, crashed into water puddle, got entangled in the wires behind tv after a crash landing, and it hs survived all of this very well.It is very sturdy and highly responsive. Once fully charged, flight time varies from about 5-7 minutes, and in that time it does provide lot of fun. I have had this for more than an year and its battery has survived the many-many recharge cycles. Kids of all age love it and get engaged with this little chopper!My 10 months old figured out the remote control and has crashed it so many times into the ceiling and it just survives for next ordeal :).",4.0,Very responsive and crash proof,1379376000,"09 17, 2013",remote controlled heli survived almost types crashes ie ceilings windows caught air draft outdoors got stuck tree several times crashed water puddle got entangled wires behind tv crash landing hs survived wellit sturdy highly responsive fully charged flight time varies minutes time provide lot fun year battery survived manymany recharge cycles kids age love get engaged little choppermy months old figured remote control crashed many times ceiling survives next ordeal,1
86818,A2GR8DKPGFS0FX,B004478GII,Maga loves her grand kids !,"[0, 0]","Perfectly packaged high quality Lego set for a great deal of imaginative play! Love the expressions on the precious animals and zoo-keeper. A joyful toy that my 3 1/2 year old grandson selected from Amazon for Christmas himself and screamed in joy when he opened it.  We also got him a great Lego table and several other Lego sets through Amazon so we dove right into building a massive zoo habitat. A few days later he had combined his zoo with the farm set and community people set.  I absolutely love it, as does his parents, and it made me a Christmas hero!",5.0,So much fun!,1356825600,"12 30, 2012",perfectly packaged high quality lego set great deal imaginative play love expressions precious animals zookeeper joyful toy year old grandson selected amazon christmas screamed joy opened also got great lego table several lego sets amazon dove right building massive zoo habitat days later combined zoo farm set community people set absolutely love parents made christmas hero,1
97543,A3A2AVD40MO6QT,B004Q5W77O,"Vince in Chicago ""vjdjr""","[8, 8]","I'm part of a small group of frequent gamers, all adults (20s - 40s).  We enjoy strategy games like Ticket to Ride and Power Grid.This game is all about bidding, so know that coming in.  You're bidding on crates of goods at specific ports.  Different ports have different amounts of crates.  Each crate is of one of nine specific items.  Each turn you may collect the goods if you're the only one left bidding for them; otherwise you can either drop from the bidding yourself, or increase your bid and stay for another round.  Once you've gotten your crates of goods, you can trade them in specific combinations (all the same good for a higher value, each crate of a different good for a lower value) to get cards indicating the spoils of wealth.  These cards have a cost and a value; the player with the highest accumulated value after a specific number of rounds is the winner.What's unusual about the game play is that each person takes their turn completely (there are 3 stages) before the next person begins.  This took a little getting used to. But overall, the game is not overly complicated, has an interesting dynamic, and was well thought out.I do agree that as opposed to other Days of Wonder games, this box for this one was very poorly designed.  There's no place to store your bag of ""crates"" once you've knocked them out from the originating cardboard sheets.  But this is a small flaw in an otherwise entertaining game.  We've played it several times and found it fast-paced and fun.  The backdrop of the game (different crime families from around the world) is also entertaining.  Our group hasn't gone the route of fake foreign accents, but I can see where others might.",4.0,Good bidding game!,1326326400,"01 12, 2012",im part small group frequent gamers adults enjoy strategy games like ticket ride power gridthis game bidding know coming youre bidding crates goods specific ports different ports different amounts crates crate one nine specific items turn may collect goods youre one left bidding otherwise either drop bidding increase bid stay another round youve gotten crates goods trade specific combinations good higher value crate different good lower value get cards indicating spoils wealth cards cost value player highest accumulated value specific number rounds winnerwhats unusual game play person takes turn completely stages next person begins took little getting used overall game overly complicated interesting dynamic well thought outi agree opposed days wonder games box one poorly designed theres place store bag crates youve knocked originating cardboard sheets small flaw otherwise entertaining game weve played several times found fastpaced fun backdrop game different crime families around world also entertaining group hasnt gone route fake foreign accents see others might,1
13994,A2WCDQ7MRLUVK7,B00008URUS,Luna Serrano,"[0, 1]","I bought this for my boyfriend based on a friend suggestion for Christmas. We both loved it! The game has variations depending on how many characters you play with, which is really cool because it changes the entire tone of the game.",5.0,Love Love Love this game!,1396483200,"04 3, 2014",bought boyfriend based friend suggestion christmas loved game variations depending many characters play really cool changes entire tone game,1
159138,A167VW6XC1391H,B00D6N8YGA,Cindy,"[0, 0]","My daughter loves everything How to train your Dragon and got this for Christmas.  After a few days one wing broke off and another wouldn't stay in position, my daughter cried for days.  Sent a email and it took them a few days to respond but they said return it and we got a refund.  Going to get the plush Toothless for her birthday.",1.0,Broke after a few days,1393632000,"03 1, 2014",daughter loves everything train dragon got christmas days one wing broke another wouldnt stay position daughter cried days sent email took days respond said return got refund going get plush toothless birthday,0
167515,A1NIGUK4M2ST8,B00J5KVSWK,mk,"[0, 0]","A small drawing board that uses plastic lens to project a traceable image on the board while you trace it.Our children, ages 7 & 10, love to draw and used this immediately with no problems.  They include background sheets, and easy instructions.  One can draw flat art, e.g., photo's, another drawing or even from a tablet; small objects, e.g., toy animals can be placed on a platform that folds down in front of the artist or larger objects up to 6 inches by folding the tray flat.  One can also draw objects in the distance, e.g., looking out the window at a tree- you just have to make sure it'll fit on your sheet of paper.Everything is made of plastic, and it is clever concept how these 2 thin lenses can make a image on the sheet below as you look through the single eyepiece.  It helps to have a good light or the image is very faint; moreover, don't move anything or it'll mess up your drawing(use tape if concerned).It takes a steady hand, and practice improves the results.  Included are 6 colored pencils, 1 graphite pencil, 5 sheets of blank paper and 5 printed scenes.  It folds flat for storage.I don't know if it truly helps your artistic skills, but it's fun.  As a kid, my drawing abilities skyrocketed when I went from simply tracing to actuallly drawing what I show.",4.0,Clever,1404432000,"07 4, 2014",small drawing board uses plastic lens project traceable image board trace itour children ages love draw used immediately problems include background sheets easy instructions one draw flat art eg photos another drawing even tablet small objects eg toy animals placed platform folds front artist larger objects inches folding tray flat one also draw objects distance eg looking window tree make sure itll fit sheet papereverything made plastic clever concept thin lenses make image sheet look single eyepiece helps good light image faint moreover dont move anything itll mess drawinguse tape concernedit takes steady hand practice improves results included colored pencils graphite pencil sheets blank paper printed scenes folds flat storagei dont know truly helps artistic skills fun kid drawing abilities skyrocketed went simply tracing actuallly drawing show,1
93891,AA5TINW2RJ195,B004MWK2C8,TheSunrisePost,"[0, 0]","This is simply a piece of art. Very nice and fun to build and visually beautiful. The building time keeps you want to do more and once its done, you simply say: WOW",5.0,Just WOW,1388707200,"01 3, 2014",simply piece art nice fun build visually beautiful building time keeps want done simply say wow,1
60368,A3XCWJU1LERRZ,B001W2WKRQ,"Kai-lan ""Ni hao""","[1, 13]","I'm so disappointed , with the letter Z to'Zed':S ,now i have to take it away from my 2yr old son ..as not to mislead him further .I hope the retailers would take into consideration of returning the goods back to LeapFrog.com , so customers will not buy the ones with WRONG pronoun-cation !Overall, this is a great learning toy if letter had not been spelled as 'ZED'",1.0,Manufacturing Defects,1301529600,"03 31, 2011",im disappointed letter z tozeds take away yr old son mislead hope retailers would take consideration returning goods back leapfrogcom customers buy ones wrong pronouncation overall great learning toy letter spelled zed,0
112610,A3OJX18B60PJR9,B006BMA1QE,"DAVERAT ""daverat""","[1, 2]","This KRE-O USS Missouri Battleship is a tie-in with the BATTLESHIP Film and also works well with the KRE-O Transformers toys.  However, this toy requires some interest on the part of your child or your grown-up builder of models.  it works a lot like a puzzle.  The biggest complaint at first is that the pieces don't snap together as firmly as the Lego bricks but this is a more complex model designed to be built to ""spec"" and resemble the real deal.  There's no wiggle room for  adding on imaginary details.  However, this is a good thing!  The Model kit comes with a flyer about the REAL Missouri Battleship.What you get is 545 pieces to build the main battleship, the attack-boat, the figuurines and the firing missles and launchers.  the box opens up like a case and has enough illustrations on it to be very helpful if you come to a temporary impass in construction.  It took us about 5 nights of construction whip this baby into shape but it was worth it!  It was the first time the whole family came together to create something in a while!  While this Ship is designed to battle the Aliens from the Motion Picture, it does give you a chance to explain the history of The Missouri and its role in previous conflicts.  We have a history buff kid, so this was terrific!  The action figures include humans and aliens so there's room for a veriety of play.The price might deter you but since the world of BATTLESHIP the film and TRANSFORMERS pretty much align themsleves together well, any of the Transformers toys from KRE-O would also go together well with THE MISSOURI toy as well.  There's  a lot of ways to play with this toy and putting it together is ONLY ONE.  Once it's assembled, it should remain a staple in your 9 to 12 year old's play options.Also, if you go to their web site - just search for it on KRE-O and it will pop up. Once you register with them, there are more fun and adventures to explore.  Just make sure a parent helps with that since they need a parent's permission to log-in.  There's lots of fun stuff there.",5.0,Fun Learning Toy with Historic aspects for kids ready for beyond Lego,1337817600,"05 24, 2012",kreo uss missouri battleship tiein battleship film also works well kreo transformers toys however toy requires interest part child grownup builder models works lot like puzzle biggest complaint first pieces dont snap together firmly lego bricks complex model designed built spec resemble real deal theres wiggle room adding imaginary details however good thing model kit comes flyer real missouri battleshipwhat get pieces build main battleship attackboat figuurines firing missles launchers box opens like case enough illustrations helpful come temporary impass construction took us nights construction whip baby shape worth first time whole family came together create something ship designed battle aliens motion picture give chance explain history missouri role previous conflicts history buff kid terrific action figures include humans aliens theres room veriety playthe price might deter since world battleship film transformers pretty much align themsleves together well transformers toys kreo would also go together well missouri toy well theres lot ways play toy putting together one assembled remain staple year olds play optionsalso go web site search kreo pop register fun adventures explore make sure parent helps since need parents permission login theres lots fun stuff,1
120889,A2YP6NLFGW151O,B007EA4UBY,Sharon D. Cipolla,"[0, 0]","My granddaughter & I really enjoying playing this game 2gether.  It's fun, doesn't take hrs to play & helps develop a childs dexterity, as well as strategic game play.  Can be played alone or w/ others.  I would definitely recommend this game.",5.0,~ FUN!!!!! ~,1400371200,"05 18, 2014",granddaughter really enjoying playing game gether fun doesnt take hrs play helps develop childs dexterity well strategic game play played alone w others would definitely recommend game,1
164129,A240YCM012LJSO,B00F657TXA,"Krystal Willingham ""Twisted Pixie Reviews""","[0, 0]",This guy is perfect! He seems to be pretty high quality and soft as can be. He doesn't shed like some plushes can and he looks awesome sitting on my shelf. All in all this little Creeper is awesome and great quality for the price. Great product for the Minecraft fan.,5.0,Too Freakin Cute!,1388275200,"12 29, 2013",guy perfect seems pretty high quality soft doesnt shed like plushes looks awesome sitting shelf little creeper awesome great quality price great product minecraft fan,1
128954,A2WGJG1QUCXCT9,B00840LATI,"Adam Ellis ""I Believe In A Better Way...""","[1, 1]","My 5-year old daughter absolutely loves this toy.  She plays with it every day.  The doll's teddy bear has small pieces that are easy to lose, but other than that, this is a great doll with several accessories.",4.0,Great toy for my daughter,1363824000,"03 21, 2013",year old daughter absolutely loves toy plays every day dolls teddy bear small pieces easy lose great doll several accessories,1
67403,A2KS0XOY3WHGL4,B002RL7VX4,Folsom DIY Fan,"[0, 0]","My son has army men from various manufacturers, but the men from this set are the best.  He uses them with jeep at the front of his military buildup and they look awesome.  Overall very good value for the money.",5.0,High Quality Set!,1389225600,"01 9, 2014",son army men various manufacturers men set best uses jeep front military buildup look awesome overall good value money,1
82120,AVJ4PFF5REFHY,B003SE56EK,"Fru Fru ""Everything for my little Princess""","[0, 1]",Indeed this is just a cheap doll and if you need something breathtaking do look for deluxe doll.That one that is called sometimes princess and friends and other times deluxe Disney store.As long as it comes with abu you are good. This is the one that comes in box that has triangulartop and not flat and comes with abu and the doll is in prince outfit is dreamy!amazing. I found mine and it was titled Disney store deluxe doll. some other words in the namebut I don't remember tut this is the key words I used to find it .,1.0,"yes, this is far from deluxe.",1387152000,"12 16, 2013",indeed cheap doll need something breathtaking look deluxe dollthat one called sometimes princess friends times deluxe disney storeas long comes abu good one comes box triangulartop flat comes abu doll prince outfit dreamyamazing found mine titled disney store deluxe doll words namebut dont remember tut key words used find,0
27001,A1NHIMW2RBWX0Q,B000BNY99E,Southerngirl,"[0, 0]","This is a very attractive bird, however I don't really think it is for kids.  It's not quite as soft for cuddling and there are a few pieces that feel stiff.",3.0,Pretty owl,1317600000,"10 3, 2011",attractive bird however dont really think kids quite soft cuddling pieces feel stiff,0
28210,A24101S87DT4XZ,B000E9DPCW,Sue Mueller,"[0, 0]",Love everything about this puzzle.  Love the colors.  Love the size of the pieces.  Love how sturdy it is.  Purchased for my daycare and will continue to purchase your products.  Thank you for creating such wonderful products.!,5.0,Love,1390003200,"01 18, 2014",love everything puzzle love colors love size pieces love sturdy purchased daycare continue purchase products thank creating wonderful products,1
46279,A3PN0J08MJ8SHC,B0010SGZEG,Shell6a,"[0, 1]","My 11 month old daughter absolutely loves these sea buddies. She looks forward to playing with them every bathtime. They seem sturdy and reliable. She has been chewing on them since she was 6 months old and I have not seen evidence of any paint or color coming off of them. Great buy, and tons of fun.",5.0,Tons of Fun,1319500800,"10 25, 2011",month old daughter absolutely loves sea buddies looks forward playing every bathtime seem sturdy reliable chewing since months old seen evidence paint color coming great buy tons fun,1
66422,AAQ9NJ480N9W5,B002NREGU8,P. Mulloy,"[1, 2]",I bought this for my 10 year old grandson and he was quite pleased with the selection and overall quality of the cards. We spent an hour sorting through the cards while he described each one to me in great detail. If I knew anything about Pokemon I might have more to say for the serious collector. I gave it five stars because my grandson was happy with the cards.,5.0,Present for Grandson,1396396800,"04 2, 2014",bought year old grandson quite pleased selection overall quality cards spent hour sorting cards described one great detail knew anything pokemon might say serious collector gave five stars grandson happy cards,1
161907,ADWXLAKKZP2JC,B00E94LNKY,"Airgun Junky ""G.O.Skare""","[0, 0]",A gift for an eight year old that has flown RC cars off jumps was getting old so I figured he was ready. I did give him a few pointer and asked him to watch my hands first to show him gentle moves over slammin' it full and full left and full right hand crashing. What fun is that show your friends how steady and you can fly your bird not crash it.  Then I left him alone to whatever his heart desired.Come to find out latter ( 3 wks. now ) it's still working great so far.  Hunter is having a blast from what his Mom tells us! That makes me smile. Thank You Syma.,4.0,Syma X3 4CH 2.4Ghz RC Quadcopter 3 X's,1389398400,"01 11, 2014",gift eight year old flown rc cars jumps getting old figured ready give pointer asked watch hands first show gentle moves slammin full full left full right hand crashing fun show friends steady fly bird crash left alone whatever heart desiredcome find latter wks still working great far hunter blast mom tells us makes smile thank syma,1
100306,AJGU56YG8G1DQ,B004U52VPS,E. Kennedy,"[0, 0]","While Angry Birds is very fun in it's original format, it's as much if not more fun when played in a more physical form!  I love flinging tiny birds at blocks and pigs.  I would recommend this for anyone who's a fan of the Angry Birds.",5.0,Awesome Game!,1319932800,"10 30, 2011",angry birds fun original format much fun played physical form love flinging tiny birds blocks pigs would recommend anyone whos fan angry birds,1
140806,A1A3VXAK3HR6U6,B00A88B16Q,bookreader,"[1, 1]","I really was on the edge of purchasing the Kre-O ship as this would have been my first item order of a KRE-O product but I am impressed.  The pieces feel sturdy and fit well but most importantly it's the Enterprise and it is good sized, good looking Enterprise. Most importantly l love the fact that you can actually play with the ship well gently play with the ship. Five star rating all the way.",5.0,This is a great ship totally worth it!,1387238400,"12 17, 2013",really edge purchasing kreo ship would first item order kreo product impressed pieces feel sturdy fit well importantly enterprise good sized good looking enterprise importantly l love fact actually play ship well gently play ship five star rating way,1
26137,ACEE2LQAL1LMF,B000B6AH7O,Melissa Rodemack,"[2, 2]","Very cute stuffed balls.  My only complaint is that the basketball got a small tear in it with very minimal use.  We had to put it away because our son kept pulling the stuffing out.  Otherwise, very cute!",4.0,Cute,1368662400,"05 16, 2013",cute stuffed balls complaint basketball got small tear minimal use put away son kept pulling stuffing otherwise cute,1
57613,A26UDW3CADN9U3,B001QGUFDO,Mom,"[2, 2]","PERFECT FOR TOTING LITTLE ONES AROUND!!!!!It folds flat just buy pulling up on the black strap in the middle of the wagon. It has a great basket in the back that can hold your purse or whatever. The four corners have a pole that pulls out to attach the canopy to. When you don't want to use the canopy remove it and push the telescoping poles down. The handle has a plastic holder that holds it up when not in use. It has a  handle for carrying it and a cover for when it is folded up. The bottom is well supported it has medal bars running under it and a very stiff and sturdy pad on top that your little one will not have any comfort issues with. It has plenty of room even with 2 three year olds in it. It easily will fit in any trunk. QUICKLY folds up and unfolds. It also has RUBBER wheels. I am so glad I did my research before buying. I love this wagon!!!!!!!!!!!!! BUY IT!!!!!!!!!!!!!Update: I have had this wagon for a little over two years now and everywhere I go with it there is at least 2 or 3 people that will come up to us and ask; excuse me, but does that wagon fold up? etc,etc... Where did I get it? Because they would like to get one.",5.0,Look no further for a folding wagon buy this one .Love it!!!!!!!!!,1260403200,"12 10, 2009",perfect toting little ones aroundit folds flat buy pulling black strap middle wagon great basket back hold purse whatever four corners pole pulls attach canopy dont want use canopy remove push telescoping poles handle plastic holder holds use handle carrying cover folded bottom well supported medal bars running stiff sturdy pad top little one comfort issues plenty room even three year olds easily fit trunk quickly folds unfolds also rubber wheels glad research buying love wagon buy itupdate wagon little two years everywhere go least people come us ask excuse wagon fold etcetc get would like get one,1
41646,A3BO846100XCSJ,B000PTZMKO,M. Zepka,"[0, 0]",i really like this tent.  it was easy to put together and seems like it will stay put.  i wish i had one of these when i was a kid!,5.0,very cute,1398384000,"04 25, 2014",really like tent easy put together seems like stay put wish one kid,1
